responseid,site,condition,is_mindfulness,age,gender_label,country_live,country_birth,english_first_language,eng_level,meditation_naive,duration_in_seconds,progress,finished,stai_total,stai1,stai2,stai3,stai4,stai5,stai6,stai7,stai8,stai9,stai10,stai11,stai12,stai13,stai14,stai15,stai16,stai17,stai18,stai19,stai20,sam_valence,sam_arousal,sam_dominance,ipip1,ipip2,ipip3,ipip4,ipip5,ipip6,ipip7,ipip8,ipip9,ipip10,ipip11,ipip12,ipip13,ipip14,ipip15,ipip16,ipip17,ipip18,ipip19,ipip20,ipip_raw_mean
R_3DuRuJiAlFsgn1I,utah,mindful_breathing,1,19.0,female,United States,Mexico,1,3.0,1,1306,100,1,27.0,3.0,4.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,3.0,4.0,8.0,2.0,7.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.25
R_301yZm0hgfKSjMg,cali,control_book,0,22.0,female,United States,United States,1,2.0,1,1523,100,1,41.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,5.0,5.0,8.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.6
R_2TGnaTHF4TPTdWp,macq,mindful_breathing,1,22.0,self_describe,Australia,Australia,1,3.0,1,1280,100,1,22.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,3.1
R_3R8B0qiPX1NpAPn,witt,control_book,0,20.0,male,United States,United States,1,2.0,1,1369,100,1,41.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,8.0,5.0,7.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.75
R_3psWA4pAi3ryZvi,macq,mindful_breathing,1,19.0,female,Australia,Australia,1,3.0,1,1218,100,1,36.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,7.0,2.0,9.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.05
R_32LUntJDiIXKxuz,macq,control_book,0,25.0,female,Australia,Australia,1,3.0,1,1234,100,1,50.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,5.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.25
R_1OxZfWSPonoRAuB,witt,mindful_breathing,1,20.0,male,United States,United States,1,2.0,1,1568,100,1,40.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,3.0,7.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.9
R_pA9bDFqbTbaCAaB,illi,control_book,0,18.0,female,United States,United Sates,1,3.0,1,5455,100,1,22.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,8.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
R_1JDixsFnLjGvlXh,macq,control_book,0,19.0,female,Australia,Australia,0,3.0,1,1282,100,1,38.0,4.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,7.0,3.0,5.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,3.4
R_qQ8AG2lOlHAoyLD,macq,mindful_breathing,1,18.0,female,Australia,Australia,1,3.0,1,1594,100,1,27.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,7.0,4.0,9.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,4.0,3.0,5.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.75
R_3dScOoKNtMA9Gbs,macq,control_book,0,19.0,female,Australia,Singapore,1,3.0,1,3483,100,1,61.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,5.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.05
R_2SBsqQ83ZH3EAOy,macq,control_book,0,17.0,female,Australia.,Australia.,0,3.0,1,1196,100,1,44.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,7.0,4.0,5.0,3.0,1.0,1.0,5.0,2.0,4.0,3.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,2.8
R_swkprqlqO3pFsvn,quee,mindful_breathing,1,19.0,female,Australia,Egypt,1,3.0,1,1086,100,1,62.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,5.0,6.0,4.0,4.0,2.0,4.0,5.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.85
R_Z1qAU8lN3Jn3pFD,macq,mindful_breathing,1,18.0,female,Australia,Philippines,1,3.0,1,1235,100,1,40.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,6.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.1
R_3KDv9yG5f2nqQlk,macq,control_book,0,18.0,female,Australia,Australia,1,3.0,1,1142,100,1,41.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,6.0,2.0,7.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.05
R_10OElq7ueeTYVGG,wurz,mindful_breathing,1,20.0,female,Germany,Germany,0,2.0,1,1336,100,1,32.0,4.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,7.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,2.95
R_3rTKTTHA28vaij3,kons,control_book,0,19.0,female,Germany,Germany,0,2.0,1,1082,100,1,31.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,8.0,2.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0
R_2rvhVs77VKfDe19,newf,control_book,0,22.0,female,Canada,Canada,1,3.0,1,1155,100,1,44.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,6.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,3.6
R_2y3F6YEtAyTSq4G,kons,control_book,0,20.0,female,Germany,Germany,0,2.0,1,1222,100,1,48.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,3.25
R_2t5aW0jqiEzLPCo,macq,mindful_breathing,1,21.0,female,Australia,Australia,1,3.0,1,1541,100,1,23.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,3.0,9.0,4.0,8.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,2.0,2.9
R_27EbjKbfSBrjDCx,witt,control_book,0,19.0,female,United States,United States,1,3.0,1,1838,100,1,47.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,6.0,3.0,7.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,3.25
R_3s1FsCBZl99kII5,newf,mindful_breathing,1,20.0,male,Canada,Canada,1,3.0,1,1101,100,1,52.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,6.0,2.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.55
R_6WLS4xzLj9jjJBf,iowa,mindful_breathing,1,21.0,female,United States,United States,1,3.0,1,1231,100,1,30.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,3.0,7.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.95
R_3Mg91yKUEkuxSSB,cali,control_book,0,42.0,female,United States,United States,1,3.0,1,1428,100,1,34.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,7.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,2.0,5.0,5.0,2.8
R_1CvHyzEtWWyx6pV,newf,mindful_breathing,1,21.0,female,Canada,Canada,1,3.0,1,1980,100,1,37.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,7.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,3.2
R_1n3jEzSxFHSQD3b,loyo,control_book,0,19.0,female,United States,United States,1,3.0,1,1321,100,1,40.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,6.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,3.0,3.05
R_RCyiPbF0FHucNGx,gold,control_book,0,40.0,male,,,0,2.0,1,1359,100,1,60.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.05
R_2uxLqU7zWy0UUgk,gold,mindful_breathing,1,28.0,male,United Kingdom,United Kingdom,0,2.0,1,1583,100,1,59.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,6.0,8.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.95
R_XTZHNeQkCkPNPgt,gold,mindful_breathing,1,22.0,male,United Kingdom,United Kingdom,,2.0,1,1683,100,1,58.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,3.15
R_1mCxRLRVGS5I8kE,gold,control_book,0,32.0,female,United Kingdom,United Kingdom,1,3.0,1,1625,100,1,57.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,6.0,6.0,5.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.55
R_1n0eYV2RDcyUPPX,gold,mindful_breathing,1,21.0,prefer_not_say,United Kingdom,United Kingdom,1,3.0,1,2010,100,1,70.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,9.0,1.0,5.0,4.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.3
R_vqvOOXbRHIeB6Zr,suny,control_book,0,19.0,female,United States,United States,1,2.0,1,1256,100,1,23.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,8.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,2.4
R_xlvJWScHHNZsMQ9,gold,mindful_breathing,1,31.0,male,London,United Kingdom,0,2.0,1,1402,100,1,31.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,4.0,8.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.95
R_3gT8u4EiCEsj5rP,gold,control_book,0,,female,,,1,3.0,1,1499,100,1,47.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.5
R_3HYrhgzPOqdwkXy,suny,mindful_breathing,1,18.0,female,United States,United States,1,3.0,1,1148,100,1,56.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,2.0,1.0,3.0,6.0,9.0,2.0,2.0,1.0,1.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,4.0,3.0
R_1P76YV1xtCOmbj5,utah,control_book,0,19.0,female,United States,United States,1,3.0,1,1216,100,1,43.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,7.0,7.0,5.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,2.7
R_qDBjd4IJ9CCsuDn,loyo,control_book,0,20.0,female,United States,United States,1,3.0,1,1337,100,1,36.0,4.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,7.0,5.0,7.0,2.0,1.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,3.35
R_3iF4ZElxADBCDhk,radb,mindful_breathing,1,19.0,female,Netherlands,Netherlands,0,2.0,1,1317,100,1,59.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,6.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,2.7
R_2zhYdunERmRARA8,gold,control_book,0,35.0,prefer_not_say,,,1,3.0,1,1510,100,1,36.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,7.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
R_2Yts8CD9wFoCKdx,iowa,control_book,0,19.0,female,United States,United States,1,3.0,1,1288,100,1,40.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,6.0,3.0,6.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.1
R_10Mdo0LNVDuTuQI,gold,mindful_breathing,1,34.0,female,,,1,3.0,1,2229,100,1,54.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,6.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.95
R_1HkP1aipaJoA7ms,fras,mindful_breathing,1,25.0,female,Canada,Canada,1,3.0,1,1734,100,1,21.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,8.0,1.0,7.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,3.1
R_eCIiSB0Mp2MFClr,gold,mindful_breathing,1,33.0,female,,,0,2.0,1,1188,100,1,50.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.1
R_1KjsNvsCF1xhArD,gold,control_book,0,,male,United Kingdom,,,3.0,1,1207,100,1,38.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,6.0,3.0,7.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.1
R_3FXlCgHaDbUbXdC,newf,mindful_breathing,1,34.0,male,Canada,Canada,1,3.0,1,1525,100,1,36.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,6.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,5.0,2.0,2.0,4.0,3.25
R_3PAYl4UN0mS0TCb,spri,mindful_breathing,1,18.0,male,United States,United States,1,3.0,1,1067,100,1,27.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,8.0,2.0,9.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.8
R_78TZdrQiGxnpGIF,iowa,mindful_breathing,1,18.0,male,United States,United States,1,3.0,1,1208,100,1,32.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,7.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,3.3
R_2ZNWvTI6BVLC6ft,loyo,control_book,0,19.0,female,United States,United States,1,3.0,1,1423,100,1,34.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,7.0,4.0,8.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.8
R_2CdXAk6Jq2irq11,witt,control_book,0,19.0,male,United States,United States,1,3.0,1,1334,100,1,40.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,5.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,2.85
R_3Jxt3uzBGhviygf,jose,mindful_breathing,1,19.0,female,United States,United States,1,3.0,1,1588,100,1,22.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,7.0,5.0,7.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,5.0,2.85
R_3r1wcOk6oZPvQNT,cali,mindful_breathing,1,23.0,female,United States,United States,1,3.0,1,1700,100,1,39.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.75
R_1lgJFeU3MpUBA18,suny,control_book,0,18.0,female,United States,United States,1,3.0,1,1606,100,1,45.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,7.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,2.7
R_1mRyamMUqufrJWn,idah,mindful_breathing,1,18.0,female,United States,United States,1,3.0,1,1132,100,1,42.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,6.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.9
R_31yAPfVBDGrgME7,cali,control_book,0,20.0,male,United States,United States,1,3.0,1,1568,100,1,47.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,6.0,6.0,2.0,1.0,2.0,3.0,1.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3
R_3GEezQPvV2OwnOj,jose,control_book,0,19.0,female,United States,United States,1,3.0,1,1224,100,1,37.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,7.0,4.0,5.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,2.7
R_3GC9FEpr8eJ4Ton,loyo,mindful_breathing,1,20.0,male,United States,United States,1,3.0,1,1435,100,1,34.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,7.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0
R_tY8ecT2wxom6NhL,illi,mindful_breathing,1,20.0,male,United States,United States,1,3.0,1,1484,100,1,49.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,7.0,5.0,7.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.5
